ID_NUMBER,MODEL_YEAR,MAKE_NAME,MODEL_NAME,TRIM_NAME,STYLE_NAME,ODOMETER,PRICE,CITY,STATE,ZIP_CODE,AD_DATE,0day PRCP,0day Fog,0day Heavy fog,0day Thunder,0day Hail,0day Smoke,0day High winds,7day PRCP,7day Fog,7day Heavy fog,7day Thunder,7day Hail,7day Smoke,7day High winds,15day PRCP,15day Fog,15day Heavy fog,15day Thunder,15day Hail,15day Smoke,15day High winds,30day PRCP,30day Fog,30day Heavy fog,30day Thunder,30day Hail,30day Smoke,30day High winds
57,2018,HONDA,ACCORD SEDAN,LX,W/CONTINUOUSLY VARIABLE TRANSMISSION,34702,21891,FORT PIERCE,FL,34982,7/16/2021,0.0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.46,0,0,0,0,0,0
11986,2015,HONDA,ACCORD SEDAN,EX-L,W/CONTINUOUSLY VARIABLE TRANSMISSION PZEV,78440,13396,ORLANDO,FL,32808,1/1/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
13236,2020,TOYOTA,COROLLA,SE,W/CONTINUOUSLY VARIABLE TRANSMISSION,14397,17991,ORLANDO,FL,32808,1/1/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
14169,2018,HONDA,ACCORD SEDAN,LX,W/CONTINUOUSLY VARIABLE TRANSMISSION,20258,17995,ORLANDO,FL,32808,1/1/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
61,2012,FORD,ESCAPE,LIMITED,FWD,147570,8495,TIFTON,GA,31794,7/29/2021,0.07,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
62,2017,TOYOTA,COROLLA,L,W/CONTINUOUSLY VARIABLE TRANSMISSION,107888,14991,ATLANTA,GA,30341,5/26/2021,0.0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
14306,2018,HONDA,ACCORD SEDAN,SPORT,W/CONTINUOUSLY VARIABLE TRANSMISSION,14129,20995,ORLANDO,FL,32808,1/1/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
64,2015,HONDA,ACCORD SEDAN,LX,W/CONTINUOUSLY VARIABLE TRANSMISSION,144324,11377,SARASOTA,FL,34231,7/29/2021,1.55,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.1,0,0,0,0,0,0
66,2014,TOYOTA,COROLLA,L,AUTOMATIC,136180,11995,GAINESVILLE,GA,30501,8/23/2021,0.0,0,0,0,0,0,0,0.28,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,1,0,1,0
67,2014,HONDA,ACCORD SEDAN,LX,W/CONTINUOUSLY VARIABLE TRANSMISSION,82865,14500,POMPANO BEACH,FL,33064,7/10/2021,0.49,1,0,1,0,1,0,0.0,0,0,0,0,0,0,0.18,1,0,1,0,1,0,0.0,0,0,0,0,0,0
68,2015,HONDA,ACCORD COUPE,EX-L,W/CONTINUOUSLY VARIABLE TRANSMISSION,104260,15403,TAMPA,FL,33607,7/26/2021,0.0,0,0,0,0,1,0,0.5,1,0,1,0,0,0,0.0,0,0,1,0,0,0,0.82,1,0,1,0,0,0
69,2016,HONDA,ACCORD SEDAN,EX-L,AUTOMATIC PZEV,81703,20480,BUFORD,GA,30519,7/14/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.0,0,0,0,0,0,0
70,2018,TOYOTA,COROLLA,LE,W/CONTINUOUSLY VARIABLE TRANSMISSION,24031,19500,ATLANTA,GA,30341,8/14/2021,0.43,1,0,1,0,0,0,0.41,1,0,1,0,0,0,0.0,1,0,1,0,1,0,0.0,1,0,1,0,0,0
14492,2019,HONDA,ACCORD SEDAN,LX,W/CONTINUOUSLY VARIABLE TRANSMISSION,32721,18455,ORLANDO,FL,32808,1/1/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
14531,2017,FORD,ESCAPE,SE,FWD,11078,15595,ORLANDO,FL,32808,1/1/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
73,2013,FORD,ESCAPE,TITANIUM,4WD,128482,10987,ORLANDO,FL,32837,8/27/2021,0.3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0.47,0,0,0,0,0,0
74,2013,FORD,ESCAPE,TITANIUM,4WD,92805,16990,ORANGE CITY,FL,32763,8/2/2021,0.05,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0.15,0,0,0,0,0,0
75,2013,FORD,ESCAPE,TITANIUM,4WD,58462,17990,ORANGE CITY,FL,32763,8/9/2021,0.01,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.21,0,0,0,0,0,0
1470,2015,TOYOTA,COROLLA,LE PLUS,W/CONTINUOUSLY VARIABLE TRANSMISSION,90475,10153,FORT MYERS,FL,33912,1/1/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1694,2014,TOYOTA,COROLLA,S PLUS,W/CONTINUOUSLY VARIABLE TRANSMISSION,79182,8775,NAPLES,FL,34109,1/1/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1852,2014,HONDA,ACCORD SEDAN,SPORT,W/CONTINUOUSLY VARIABLE TRANSMISSION PZEV,111832,8995,NAPLES,FL,34109,1/1/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
79,2018,HONDA,ACCORD SEDAN,EX-L,W/CONTINUOUSLY VARIABLE TRANSMISSION,39329,20972,HOLLYWOOD,FL,33021,4/20/2021,0.29,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
80,2014,FORD,ESCAPE,SE,FWD,41957,16990,ORANGE CITY,FL,32763,8/24/2021,0.01,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.0,0,0,0,0,0,0
81,2014,FORD,ESCAPE,SE,FWD,73875,15990,ORANGE CITY,FL,32763,8/24/2021,0.01,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1091,2017,FORD,ESCAPE,TITANIUM,FWD,38520,16779,NOKOMIS,FL,34275,1/1/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
84,2020,TOYOTA,COROLLA,SE,W/CONTINUOUSLY VARIABLE TRANSMISSION,13000,18995,HOLLYWOOD,FL,33021,3/19/2021,0.0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.6,0,0,0,0,0,0
85,2018,TOYOTA,COROLLA,LE,W/CONTINUOUSLY VARIABLE TRANSMISSION,25609,13190,FORT PIERCE,FL,34982,2/25/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1693,2017,FORD,ESCAPE,SE,FWD,29354,14079,NOKOMIS,FL,34275,1/1/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2123,2018,FORD,ESCAPE,TITANIUM,FWD,37419,19123,NOKOMIS,FL,34275,1/1/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
5376,2016,FORD,ESCAPE,TITANIUM,FWD,47026,14249,NOKOMIS,FL,34275,1/1/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
7603,2018,FORD,ESCAPE,TITANIUM,FWD,21958,19900,NOKOMIS,FL,34275,1/1/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
90,2013,TOYOTA,COROLLA,L,MANUAL,153694,9900,CUMMING,GA,30040,10/29/2021,0.42,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
11595,2017,FORD,ESCAPE,SE,FWD,29354,14397,NOKOMIS,FL,34275,1/1/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
4702,2018,TOYOTA,COROLLA IM,,W/CONTINUOUSLY VARIABLE TRANSMISSION,36081,15998,NORCROSS,GA,30071,1/4/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
93,2016,TOYOTA,COROLLA,LE PLUS,W/CONTINUOUSLY VARIABLE TRANSMISSION,102974,12000,FORT PIERCE,FL,34982,10/21/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.62,0,0,0,0,0,0
94,2020,TOYOTA,COROLLA,LE,W/CONTINUOUSLY VARIABLE TRANSMISSION,20997,19990,SANFORD,FL,32771,6/1/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
5374,2013,FORD,ESCAPE,S,FWD,99041,11599,NORCROSS,GA,30071,1/4/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
97,2015,FORD,ESCAPE,TITANIUM,FWD,63424,13995,JACKSONVILLE,FL,32246,2/15/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
98,2018,TOYOTA,COROLLA,LE,W/CONTINUOUSLY VARIABLE TRANSMISSION,18593,19297,BUFORD,GA,30519,7/16/2021,0.01,0,0,0,0,0,0,0.14,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
7020,2017,HONDA,ACCORD SEDAN,EX-L,AUTO W/HONDA SENSING/NAVIGATION PZEV,52363,20998,NORCROSS,GA,30071,1/4/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
100,2016,HONDA,ACCORD SEDAN,EX-L,W/CONTINUOUSLY VARIABLE TRANSMISSION/HONDA SENSING/NAVIGATION PZEV,48949,18999,CUMMING,GA,30041,3/25/2021,0.04,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.05,0,0,0,0,0,0
101,2016,TOYOTA,COROLLA,LE,W/CONTINUOUSLY VARIABLE TRANSMISSION,132977,10870,DULUTH,GA,30096,5/10/2021,0.98,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0.0,0,0,0,0,0,0
102,2011,FORD,ESCAPE,LIMITED,FWD,116969,7291,ORLANDO,FL,32837,3/26/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
7556,2019,TOYOTA,COROLLA,XSE,W/CONTINUOUSLY VARIABLE TRANSMISSION,30727,16988,ORLANDO,FL,32809,1/4/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
104,2015,TOYOTA,COROLLA,LE,W/CONTINUOUSLY VARIABLE TRANSMISSION,80358,12799,FORT PIERCE,FL,34982,8/19/2021,0.0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,4.66,0,0,0,0,0,0,0.0,0,0,0,0,0,0
7988,2019,HONDA,ACCORD SEDAN,SPORT,W/CONTINUOUSLY VARIABLE TRANSMISSION,18128,24998,STOCKBRIDGE,GA,30281,1/5/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
106,2015,TOYOTA,COROLLA,L,AUTOMATIC,116301,10995,WEST PALM BEACH,FL,33409,7/16/2021,0.05,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.08,0,0,1,0,0,0,1.46,1,0,1,0,0,0
